Unnamed0,Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Header_Length_1,Fwd_Byts_b_Avg,Fwd_Pkts_b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts_b_Avg,Bwd_Pkts_b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Simillar_Http,Inbound,Label
235980,172.16.0.5-192.168.50.1-28975-63691-17,192.168.50.1,63691,172.16.0.5,28975,17,2018-12-01 13:31:46.000925 UTC,2,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,520000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
259240,172.16.0.5-192.168.50.1-45382-63691-17,192.168.50.1,63691,172.16.0.5,45382,17,2018-12-01 13:32:09.000707 UTC,2,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,520000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
427434,172.16.0.5-192.168.50.1-38226-63691-17,192.168.50.1,63691,172.16.0.5,38226,17,2018-12-01 13:32:05.000375 UTC,2,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,520000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
85779,172.16.0.5-192.168.50.1-33432-672-17,192.168.50.1,672,172.16.0.5,33432,17,2018-12-01 13:32:19.000948 UTC,2,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,520000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
73386,172.16.0.5-192.168.50.1-25-63691-17,192.168.50.1,63691,172.16.0.5,25,17,2018-12-01 13:31:24.000457 UTC,2,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,520000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
654217,172.16.0.5-192.168.50.1-51395-56960-17,172.16.0.5,51395,192.168.50.1,56960,17,2018-12-01 13:31:15.000812 UTC,2,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,1472000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
624631,172.16.0.5-192.168.50.1-63691-53130-17,172.16.0.5,63691,192.168.50.1,53130,17,2018-12-01 13:31:28.000742 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
279270,172.16.0.5-192.168.50.1-63691-52141-17,172.16.0.5,63691,192.168.50.1,52141,17,2018-12-01 13:31:55.000574 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
730623,192.168.50.255-192.168.50.8-138-138-17,192.168.50.8,138,192.168.50.255,138,17,2018-12-01 13:33:40.000237 UTC,9,4,0,804,0.0,201.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,89333333.333333328,444444.44444444444,3.0,2.6457513110645907,6.0,1.0,9.0,3.0,2.6457513110645907,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,444444.44444444455,0.0,201.0,201.0,201.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,251.25,201.0,0.0,80,0,0,0,0,0,0,4,804,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
486601,172.16.0.5-192.168.50.1-63691-28975-17,172.16.0.5,63691,192.168.50.1,28975,17,2018-12-01 13:31:46.000925 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
276958,172.16.0.5-192.168.50.1-51395-41922-17,172.16.0.5,51395,192.168.50.1,41922,17,2018-12-01 13:31:41.000413 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
731433,172.16.0.5-192.168.50.1-51395-17029-17,172.16.0.5,51395,192.168.50.1,17029,17,2018-12-01 13:31:30.000047 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
394315,172.16.0.5-192.168.50.1-63691-11336-17,172.16.0.5,63691,192.168.50.1,11336,17,2018-12-01 13:32:03.000975 UTC,3,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,981333333.33333325,666666.66666666663,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.66666666651,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
165551,172.16.0.5-192.168.50.1-672-3286-17,172.16.0.5,672,192.168.50.1,3286,17,2018-12-01 13:32:24.000987 UTC,4,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,736000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,500000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
624614,172.16.0.5-192.168.50.1-51395-28405-17,172.16.0.5,51395,192.168.50.1,28405,17,2018-12-01 13:31:35.000646 UTC,4,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,736000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,500000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
26373,172.16.0.5-192.168.50.1-672-34176-17,172.16.0.5,672,192.168.50.1,34176,17,2018-12-01 13:33:49.000827 UTC,4,2,0,2944,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,736000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,500000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
423141,172.16.0.5-192.168.50.1-35667-51395-17,192.168.50.1,51395,172.16.0.5,35667,17,2018-12-01 13:31:42.000879 UTC,48,2,0,1040,0.0,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,21666666.666666668,41666.666666666664,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,41666.666666666657,0.0,520.0,520.0,520.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,520.0,0.0,40,0,0,0,0,0,0,2,1040,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
519482,172.16.0.5-192.168.50.1-19672-65287-6,172.16.0.5,19672,192.168.50.1,65287,6,2018-12-01 13:33:50.000729 UTC,50,2,0,56,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,1120000.0,40000.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40000.0,0.0,28.0,28.0,28.0,0.0,0.0,0,1,0,0,0,1,0,0,0.0,42.0,28.0,0.0,40,0,0,0,0,0,0,2,56,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
737837,172.16.0.5-192.168.50.1-32219-33434-17,172.16.0.5,32219,192.168.50.1,33434,17,2018-12-01 13:33:44.000542 UTC,50,2,0,80,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,1600000.0,40000.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40000.0,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,40,0,0,0,0,0,0,2,80,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
23,192.168.50.8-216.58.217.129-59965-443-6,192.168.50.8,59965,216.58.217.129,443,6,2018-12-01 13:31:14.000243 UTC,384,4,0,123,0.0,46.0,0.0,30.75,21.685248442201441,0.0,0.0,0.0,0.0,320312.5,10416.666666666666,128.0,220.83704399398209,383.0,0.0,384.0,128.0,220.83704399398209,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,80,0,10416.666666666666,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,80,0,0,0,0,0,0,4,123,0,0,16439,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
266084,172.16.0.5-192.168.50.1-64946-33434-17,172.16.0.5,64946,192.168.50.1,33434,17,2018-12-01 13:33:28.000706 UTC,1,2,0,80,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,80000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,40,0,0,0,0,0,0,2,80,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
401802,172.16.0.5-192.168.50.1-64154-33434-17,172.16.0.5,64154,192.168.50.1,33434,17,2018-12-01 13:34:22.000804 UTC,1,2,0,80,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,80000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,40,0,0,0,0,0,0,2,80,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
472605,172.16.0.5-192.168.50.1-63665-33434-17,172.16.0.5,63665,192.168.50.1,33434,17,2018-12-01 13:33:55.000538 UTC,1,2,0,80,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,80000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,40,0,0,0,0,0,0,2,80,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
500891,172.16.0.5-192.168.50.1-34572-60758-6,172.16.0.5,34572,192.168.50.1,60758,6,2018-12-01 13:32:12.000628 UTC,1,2,0,56,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,28.0,28.0,28.0,0.0,0.0,0,1,0,0,0,1,0,0,0.0,42.0,28.0,0.0,40,0,0,0,0,0,0,2,56,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Syn
711349,172.16.0.5-192.168.50.1-33434-44471-17,192.168.50.1,44471,172.16.0.5,33434,17,2018-12-01 13:33:27.000703 UTC,1,2,0,80,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,80000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,40,0,0,0,0,0,0,2,80,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Syn
