field0,Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts_b_Avg,Fwd_Pkts_b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts_b_Avg,Bwd_Pkts_b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
3928492,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:22:22,119497750,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518913536028921,2254674.5283018863,4690943.815460421,32515036.0,472967.0,119497750.0,2254674.5283018863,4690943.815460421,32515036.0,472967.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4518913536028921,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,54,0,0,0,-1,-1,0,0,18519602.666666668,13847862.975531362,34499349.0,10030641.0,17818263.333333332,12766930.169706432,32515036.0,9470797.0,Benign
1820924,172.31.67.86-23.36.34.213-0-0-0,172.31.67.86,0,23.36.34.213,0,0,20/02/2018 04:45:31,119841656,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06675475178680776,17120236.57142857,21244488.41355189,59774858.0,651402.0,119841656.0,17120236.57142857,21244488.41355189,59774858.0,651402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.06675475178680776,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,-1,-1,0,0,2684141.0,0.0,2684141.0,2684141.0,23431503.0,22416256.450120267,59774858.0,5052756.0,Benign
2785216,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:27:14,118810015,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42083994350139586,2424694.183673469,4850789.113446491,32261959.0,593721.0,118810015.0,2424694.183673469,4850789.113446491,32261959.0,593721.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4208399435013959,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,50,0,0,0,-1,-1,0,0,5883012.333333332,4657824.415531605,10962472.0,1812059.0,14856056.0,11810111.35227265,32261959.0,6371652.0,Benign
4006604,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 03:22:35,119903349,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40866248031153823,2497986.4375,4564519.053045347,24390367.0,397287.0,119903349.0,2497986.4375,4564519.053045347,24390367.0,397287.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.40866248031153823,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,49,0,0,0,-1,-1,0,0,4608916.0,0.0,4608916.0,4608916.0,18966148.666666668,5487950.729872521,24390367.0,13416612.0,Benign
3984694,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:31:21,116356498,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672222964290314,1790099.969230769,2760014.61695548,20141400.0,284202.0,116356498.0,1790099.969230769,2760014.61695548,20141400.0,284202.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5672222964290314,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,66,0,0,0,-1,-1,0,0,37181357.0,37026844.7377437,63363290.0,10999424.0,12378542.666666664,6722832.374118913,20141400.0,8494008.0,Benign
5329155,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 01:56:15,115364061,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6414475995258176,1580329.6027397257,2673977.93343053,22640538.0,255127.0,115364061.0,1580329.6027397257,2673977.93343053,22640538.0,255127.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6414475995258176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,74,0,0,0,-1,-1,0,0,82865164.0,0.0,82865164.0,82865164.0,22640538.0,0.0,22640538.0,22640538.0,Benign
5304465,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:33:55,117287585,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882975593708405,1724817.4264705882,2248967.8245173777,14409527.0,31653.0,117287585.0,1724817.4264705882,2248967.8245173777,14409527.0,31653.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5882975593708405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,69,0,0,0,-1,-1,0,0,38142744.0,39027361.54459187,65739256.0,10546232.0,10304046.0,4233390.033570377,14409527.0,5953402.0,Benign
2768877,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 10:32:31,118167657,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47390293944814355,2148502.8545454545,3679269.855887006,22254877.0,28743.0,118167657.0,2148502.8545454545,3679269.855887006,22254877.0,28743.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4739029394481436,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,0,0,0,-1,-1,0,0,7662878.0,4252815.953700559,10670073.0,4655683.0,15935194.333333336,6045743.954599327,22254877.0,10206846.0,Benign
5189921,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:42:47,119497810,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100493557162261,2489537.708333333,5607028.801679497,32478480.0,93272.0,119497810.0,2489537.708333333,5607028.801679497,32478480.0,93272.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4100493557162261,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,49,0,0,0,-1,-1,0,0,26280357.5,22936915.51477453,42499206.0,10061509.0,28254812.0,5973168.568561248,32478480.0,24031144.0,Benign
3746269,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:54:06,116340058,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4555610587713477,2237308.807692309,4063855.415868669,20421661.0,136810.0,116340058.0,2237308.807692309,4063855.415868669,20421661.0,136810.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4555610587713477,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,53,0,0,0,-1,-1,0,0,3210554.5,1933364.9971592275,4577650.0,1843459.0,17665306.0,4620253.916821997,20421661.0,12331294.0,Benign
2279835,172.31.64.45-69.49.100.146-0-0-0,69.49.100.146,0,172.31.64.45,0,0,20/02/2018 09:04:52,72681203,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20638073368158202,5191514.499999999,8700273.351967854,33031575.0,248877.0,72681203.0,5191514.499999999,8700273.351967854,33031575.0,248877.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.206380733681582,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,-1,-1,0,0,2035601.8,1599968.5100990897,3321833.0,248877.0,12500638.8,11785325.625351733,33031575.0,5704530.0,Benign
4632880,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 11:47:55,118996195,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621996526863737,2203633.240740741,3428450.456736686,17083440.0,314695.0,118996195.0,2203633.240740741,3428450.456736686,17083440.0,314695.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4621996526863737,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,55,0,0,0,-1,-1,0,0,12975952.0,11346767.155218793,20999328.0,4952576.0,15580797.666666664,1331678.3516166105,17083440.0,14546781.0,Benign
5271318,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 12:07:32,117973932,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5848749705146726,1734910.764705882,2625271.446202401,18140759.0,48679.0,117973932.0,1734910.764705882,2625271.446202401,18140759.0,48679.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5848749705146726,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,69,0,0,0,-1,-1,0,0,43749142.0,47928124.72132002,77639444.0,9858840.0,15237824.0,4105370.0476875408,18140759.0,12334889.0,Benign
4693495,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 12:08:46,119059798,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4871501629794467,2088768.3859649128,4901120.911314108,31580247.0,152770.0,119059798.0,2088768.3859649128,4901120.911314108,31580247.0,152770.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4871501629794467,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,58,0,0,0,-1,-1,0,0,6074395.5,6380881.388845941,10586360.0,1562431.0,26759087.0,6818149.858370671,31580247.0,21937927.0,Benign
4004270,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 12:47:12,119997009,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43334413443588415,2352882.529411765,3803989.294225352,25342701.0,515541.0,119997009.0,2352882.529411765,3803989.294225352,25342701.0,515541.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.43334413443588415,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,-1,-1,0,0,21147679.0,23124332.04580768,37499051.0,4796307.0,14341409.0,9707753.156951612,25342701.0,6978197.0,Benign
4941570,172.31.67.60-23.218.62.30-0-0-0,172.31.67.60,0,23.218.62.30,0,0,20/02/2018 02:07:03,115606674,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19895045159763008,5254848.818181818,170784.03710914747,5456543.0,4971226.0,115606674.0,5254848.818181818,170784.03710914747,5456543.0,4971226.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.19895045159763008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23,0,0,0,-1,-1,0,0,4971226.0,0.0,4971226.0,4971226.0,5268354.666666667,162517.45508631773,5456543.0,5062248.0,Benign
1038011,172.31.65.40-184.31.7.205-0-0-0,172.31.65.40,0,184.31.7.205,0,0,20/02/2018 11:12:46,119787316,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21705136126432617,4791492.64,5088974.028425269,10037277.0,638.0,119787316.0,4791492.64,5088974.028425269,10037277.0,638.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2170513612643261,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,26,0,0,0,-1,-1,0,0,1200.6666666666665,603.7593339513132,2828.0,638.0,9980910.083333334,85803.42802376137,10037277.0,9712427.0,Benign
1976526,172.31.64.108-23.218.62.30-0-0-0,172.31.64.108,0,23.218.62.30,0,0,20/02/2018 02:29:54,116034312,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19821723077911643,5274286.90909091,353123.2817376026,6190840.0,4942241.0,116034312.0,5274286.90909091,353123.2817376026,6190840.0,4942241.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1982172307791165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23,0,0,0,-1,-1,0,0,4942241.0,0.0,4942241.0,4942241.0,5290098.6190476185,353773.40168934077,6190840.0,5046514.0,Benign
5702244,172.31.69.19-23.36.34.213-0-0-0,172.31.69.19,0,23.36.34.213,0,0,20/02/2018 11:25:45,119930012,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05836737513208954,19988335.333333336,22007474.07963875,59738030.0,52485.0,119930012.0,19988335.333333336,22007474.07963875,59738030.0,52485.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.05836737513208954,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,-1,-1,0,0,52485.0,0.0,52485.0,52485.0,23975505.4,22049483.11533729,59738030.0,5150723.0,Benign
205853,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,03/07/2017 09:54:36 PM,118257817,184,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5643786152419843,642705.5271739135,1759450.5488732632,9543594.0,0.0,118257768.0,646217.3114754097,1763630.8335865443,9543594.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.5559225146190547,0.008456100622929645,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,184,0,1,0,-1,-1,0,0,4304029.555555556,3730898.6725866767,9755525.0,1.0,7398172.666666668,1573096.5388191375,9543594.0,5071837.0,Benign
3833978,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 05:22:36,118996612,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4874088347994311,2087659.8596491225,3597899.9859345704,23779307.0,316356.0,118996612.0,2087659.8596491225,3597899.9859345704,23779307.0,316356.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4874088347994311,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,58,0,0,0,-1,-1,0,0,34365932.0,41906327.00520302,63998180.0,4733684.0,15224905.666666668,7762534.260627152,23779307.0,8629602.0,Benign
3931854,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 01:30:23,117708090,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4842487886771419,2101930.178571429,4638112.49656946,32445000.0,110781.0,117708090.0,2101930.178571429,4638112.49656946,32445000.0,110781.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4842487886771419,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,57,0,0,0,-1,-1,0,0,4671300.0,0.0,4671300.0,4671300.0,23991805.5,11954622.307277653,32445000.0,15538611.0,Benign
